price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,mainroad_label,guestroom_label,basement_label,hotwaterheating_label,airconditioning_label,prefarea_label,furnishingstatus_label
2660000.0,3480.0,2,1.0,1,yes,no,no,no,no,1,no,semi-furnished,1,0,0,0,0,0,1
2660000.0,4000.0,3,1.0,1,yes,no,no,no,no,0,no,semi-furnished,1,0,0,0,0,0,1
2653000.0,3185.0,2,1.0,1,yes,no,no,no,yes,0,no,unfurnished,1,0,0,0,1,0,2
2653000.0,4000.0,3,1.0,2,yes,no,no,no,yes,0,no,unfurnished,1,0,0,0,1,0,2
2604000.0,2910.0,2,1.0,1,no,no,no,no,no,0,no,unfurnished,0,0,0,0,0,0,2
2590000.0,3600.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
2590000.0,4400.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
2590000.0,3600.0,2,2.0,2,yes,no,yes,no,no,1,no,furnished,1,0,1,0,0,0,0
2520000.0,2880.0,3,1.0,1,no,no,no,no,no,0,no,unfurnished,0,0,0,0,0,0,2
2520000.0,3180.0,3,1.0,1,no,no,no,no,no,0,no,unfurnished,0,0,0,0,0,0,2
2520000.0,3000.0,2,1.0,2,yes,no,no,no,no,0,no,furnished,1,0,0,0,0,0,0
2485000.0,4400.0,3,1.0,2,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
2485000.0,3000.0,3,1.0,2,no,no,no,no,no,0,no,semi-furnished,0,0,0,0,0,0,1
2450000.0,3210.0,3,1.0,2,yes,no,yes,no,no,0,no,unfurnished,1,0,1,0,0,0,2
2450000.0,3240.0,2,1.0,1,no,yes,no,no,no,1,no,unfurnished,0,1,0,0,0,0,2
2450000.0,3000.0,2,1.0,1,yes,no,no,no,no,1,no,unfurnished,1,0,0,0,0,0,2
2450000.0,3500.0,2,1.0,1,yes,yes,no,no,no,0,no,unfurnished,1,1,0,0,0,0,2
2450000.0,4840.0,2,1.0,2,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
2450000.0,7700.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
2408000.0,3635.0,2,1.0,1,no,no,no,no,no,0,no,unfurnished,0,0,0,0,0,0,2
2380000.0,2475.0,3,1.0,2,yes,no,no,no,no,0,no,furnished,1,0,0,0,0,0,0
2380000.0,2787.0,4,2.0,2,yes,no,no,no,no,0,no,furnished,1,0,0,0,0,0,0
2380000.0,3264.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
2345000.0,3640.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
2310000.0,3180.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
2275000.0,1972.0,2,1.0,1,no,no,yes,no,no,0,no,semi-furnished,0,0,1,0,0,0,1
2275000.0,3970.0,2,1.0,1,no,no,no,no,no,0,no,unfurnished,0,0,0,0,0,0,2
2275000.0,3970.0,3,1.0,2,yes,no,yes,no,no,0,no,unfurnished,1,0,1,0,0,0,2
2240000.0,1972.0,3,1.0,1,no,no,no,yes,no,0,no,unfurnished,0,0,0,1,0,0,2
2233000.0,5300.0,3,1.0,1,no,no,no,no,yes,0,yes,unfurnished,0,0,0,0,1,1,2
2135000.0,3000.0,2,1.0,1,no,no,no,no,no,0,no,unfurnished,0,0,0,0,0,0,2
2100000.0,2400.0,3,1.0,2,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
2100000.0,3000.0,4,1.0,2,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
2100000.0,3360.0,2,1.0,1,yes,no,no,no,no,1,no,unfurnished,1,0,0,0,0,0,2
1960000.0,3420.0,5,1.0,2,no,no,no,no,no,0,no,unfurnished,0,0,0,0,0,0,2
1890000.0,1972.0,3,1.0,2,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
1890000.0,3649.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
1870400.0,2990.0,2,1.0,1,no,no,no,no,no,1,no,unfurnished,0,0,0,0,0,0,2
1870400.0,3000.0,2,1.0,1,yes,no,yes,no,no,2,no,unfurnished,1,0,1,0,0,0,2
1870400.0,2400.0,3,1.0,1,no,no,no,no,no,0,no,semi-furnished,0,0,0,0,0,0,1
1870400.0,3620.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
1870400.0,2910.0,3,1.0,1,no,no,no,no,no,0,no,furnished,0,0,0,0,0,0,0
1870400.0,3850.0,3,1.0,2,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
